# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro409_g137160.1";"Sro409_g137160"
"Sro409_g137170.1";"Sro409_g137170"
"Sro409_g137180.1";"Sro409_g137180"
"Sro409_g137190.1";"Sro409_g137190"
"Sro409_g137200.1";"Sro409_g137200"
"Sro409_g137210.1";"Sro409_g137210"
"Sro409_g137220.1";"Sro409_g137220"
"Sro409_g137230.1";"Sro409_g137230"
"Sro409_g137240.1";"Sro409_g137240"
"Sro409_g137250.1";"Sro409_g137250"
"Sro409_g137260.1";"Sro409_g137260"
"Sro409_g137270.1";"Sro409_g137270"
"Sro409_g137280.1";"Sro409_g137280"
"Sro40_g024410.1";"Sro40_g024410"
"Sro40_g024420.1";"Sro40_g024420"
"Sro40_g024430.1";"Sro40_g024430"
"Sro40_g024440.1";"Sro40_g024440"
"Sro40_g024450.1";"Sro40_g024450"
"Sro40_g024460.1";"Sro40_g024460"
"Sro40_g024470.1";"Sro40_g024470"
"Sro40_g024480.1";"Sro40_g024480"
"Sro40_g024490.1";"Sro40_g024490"
"Sro40_g024500.1";"Sro40_g024500"
"Sro40_g024510.1";"Sro40_g024510"
"Sro40_g024520.1";"Sro40_g024520"
"Sro40_g024530.1";"Sro40_g024530"
"Sro40_g024540.1";"Sro40_g024540"
"Sro40_g024550.1";"Sro40_g024550"
"Sro40_g024560.1";"Sro40_g024560"
"Sro40_g024570.1";"Sro40_g024570"
"Sro40_g024580.1";"Sro40_g024580"
"Sro40_g024590.1";"Sro40_g024590"
"Sro40_g024600.1";"Sro40_g024600"
"Sro40_g024610.1";"Sro40_g024610"
"Sro40_g024620.1";"Sro40_g024620"
"Sro40_g024630.1";"Sro40_g024630"
"Sro40_g024640.1";"Sro40_g024640"
"Sro40_g024650.1";"Sro40_g024650"
"Sro40_g024660.1";"Sro40_g024660"
"Sro40_g024670.1";"Sro40_g024670"
"Sro40_g024680.1";"Sro40_g024680"
"Sro40_g024690.1";"Sro40_g024690"
"Sro40_g024700.1";"Sro40_g024700"
"Sro40_g024710.1";"Sro40_g024710"
"Sro40_g024720.1";"Sro40_g024720"
"Sro40_g024730.1";"Sro40_g024730"
"Sro40_g024740.1";"Sro40_g024740"
"Sro40_g024750.1";"Sro40_g024750"
"Sro40_g024760.1";"Sro40_g024760"
"Sro40_g024770.1";"Sro40_g024770"
"Sro40_g024780.1";"Sro40_g024780"
"Sro40_g024790.1";"Sro40_g024790"
"Sro40_g024800.1";"Sro40_g024800"
"Sro40_g024810.1";"Sro40_g024810"
"Sro40_g024820.1";"Sro40_g024820"
"Sro40_g024830.1";"Sro40_g024830"
"Sro40_g024840.1";"Sro40_g024840"
"Sro40_g024850.1";"Sro40_g024850"
"Sro40_g024860.1";"Sro40_g024860"
"Sro40_g024870.1";"Sro40_g024870"
"Sro40_g024880.1";"Sro40_g024880"
"Sro40_g024890.1";"Sro40_g024890"
"Sro40_g024900.1";"Sro40_g024900"
"Sro40_g024910.1";"Sro40_g024910"
"Sro40_g024920.1";"Sro40_g024920"
"Sro40_g024930.1";"Sro40_g024930"
"Sro40_g024940.1";"Sro40_g024940"
"Sro40_g024950.1";"Sro40_g024950"
"Sro40_g024960.1";"Sro40_g024960"
"Sro40_g024970.1";"Sro40_g024970"
"Sro40_g024980.1";"Sro40_g024980"
"Sro40_g024990.1";"Sro40_g024990"
"Sro4100_g352890.1";"Sro4100_g352890"
"Sro4104_g352900.2";"Sro4104_g352900"
"Sro4105_g352910.1";"Sro4105_g352910"
"Sro4106_g352920.1";"Sro4106_g352920"
"Sro4106_g352930.1";"Sro4106_g352930"
"Sro4108_g352940.1";"Sro4108_g352940"
"Sro410_g137290.1";"Sro410_g137290"
"Sro410_g137300.1";"Sro410_g137300"
"Sro410_g137310.1";"Sro410_g137310"
"Sro410_g137320.1";"Sro410_g137320"
"Sro410_g137330.1";"Sro410_g137330"
"Sro410_g137340.1";"Sro410_g137340"
"Sro410_g137350.1";"Sro410_g137350"
"Sro410_g137360.1";"Sro410_g137360"
"Sro410_g137370.1";"Sro410_g137370"
"Sro410_g137380.1";"Sro410_g137380"
"Sro410_g137390.1";"Sro410_g137390"
"Sro410_g137400.1";"Sro410_g137400"
"Sro410_g137410.1";"Sro410_g137410"
"Sro410_g137420.1";"Sro410_g137420"
"Sro410_g137430.1";"Sro410_g137430"
"Sro410_g137440.1";"Sro410_g137440"
"Sro410_g137450.1";"Sro410_g137450"
"Sro410_g137460.1";"Sro410_g137460"
"Sro410_g137470.1";"Sro410_g137470"
"Sro410_g137480.1";"Sro410_g137480"
"Sro410_g137490.1";"Sro410_g137490"
"Sro410_g137500.1";"Sro410_g137500"
"Sro410_g137510.1";"Sro410_g137510"
"Sro4110_g352950.1";"Sro4110_g352950"
"Sro4111_g352960.1";"Sro4111_g352960"
"Sro4112_g352970.1";"Sro4112_g352970"
"Sro4117_g352980.1";"Sro4117_g352980"
"Sro4117_g352990.1";"Sro4117_g352990"
"Sro4119_g353000.1";"Sro4119_g353000"
"Sro411_g137520.1";"Sro411_g137520"
"Sro411_g137540.1";"Sro411_g137540"
"Sro411_g137550.1";"Sro411_g137550"
"Sro411_g137560.1";"Sro411_g137560"
"Sro411_g137570.1";"Sro411_g137570"
"Sro411_g137590.1";"Sro411_g137590"
"Sro411_g137600.1";"Sro411_g137600"
"Sro411_g137610.1";"Sro411_g137610"
"Sro411_g137620.1";"Sro411_g137620"
"Sro411_g137630.1";"Sro411_g137630"
"Sro411_g137640.1";"Sro411_g137640"
"Sro411_g137650.1";"Sro411_g137650"
"Sro411_g137660.1";"Sro411_g137660"
"Sro411_g137670.1";"Sro411_g137670"
"Sro411_g137680.1";"Sro411_g137680"
"Sro411_g137690.1";"Sro411_g137690"
"Sro411_g137700.1";"Sro411_g137700"
"Sro411_g137710.1";"Sro411_g137710"
"Sro411_g137720.1";"Sro411_g137720"
"Sro411_g137730.1";"Sro411_g137730"
"Sro411_g137740.1";"Sro411_g137740"
"Sro411_g137750.1";"Sro411_g137750"
"Sro4121_g353010.1";"Sro4121_g353010"
"Sro4123_g353020.1";"Sro4123_g353020"
"Sro4124_g353030.1";"Sro4124_g353030"
"Sro4124_g353040.1";"Sro4124_g353040"
"Sro4125_g353050.1";"Sro4125_g353050"
"Sro4125_g353060.1";"Sro4125_g353060"
"Sro4126_g353070.1";"Sro4126_g353070"
"Sro4127_g353080.1";"Sro4127_g353080"
"Sro412_g137760.1";"Sro412_g137760"
"Sro412_g137770.1";"Sro412_g137770"
"Sro412_g137780.1";"Sro412_g137780"
"Sro412_g137790.1";"Sro412_g137790"
"Sro412_g137800.1";"Sro412_g137800"
"Sro412_g137810.1";"Sro412_g137810"
"Sro412_g137820.1";"Sro412_g137820"
"Sro412_g137830.1";"Sro412_g137830"
"Sro412_g137840.1";"Sro412_g137840"
"Sro412_g137850.1";"Sro412_g137850"
"Sro412_g137860.1";"Sro412_g137860"
"Sro412_g137870.1";"Sro412_g137870"
"Sro412_g137880.1";"Sro412_g137880"
"Sro412_g137881.1";"Sro412_g137881"
"Sro412_g137890.1";"Sro412_g137890"
"Sro412_g137900.1";"Sro412_g137900"
"Sro412_g137910.1";"Sro412_g137910"
"Sro412_g137920.1";"Sro412_g137920"
"Sro412_g137930.1";"Sro412_g137930"
"Sro412_g137940.1";"Sro412_g137940"
"Sro412_g137950.1";"Sro412_g137950"
"Sro412_g137960.1";"Sro412_g137960"
"Sro412_g137970.1";"Sro412_g137970"
"Sro412_g137980.1";"Sro412_g137980"
"Sro412_g137990.1";"Sro412_g137990"
"Sro412_g138000.1";"Sro412_g138000"
"Sro4132_g353090.1";"Sro4132_g353090"
"Sro4134_g353100.1";"Sro4134_g353100"
"Sro4136_g353110.1";"Sro4136_g353110"
"Sro4136_g353120.1";"Sro4136_g353120"
"Sro4138_g353130.1";"Sro4138_g353130"
"Sro413_g138010.1";"Sro413_g138010"
"Sro413_g138020.1";"Sro413_g138020"
"Sro413_g138030.1";"Sro413_g138030"
"Sro413_g138040.1";"Sro413_g138040"
"Sro413_g138050.1";"Sro413_g138050"
"Sro413_g138060.1";"Sro413_g138060"
"Sro413_g138070.1";"Sro413_g138070"
"Sro413_g138080.1";"Sro413_g138080"
"Sro413_g138090.1";"Sro413_g138090"
"Sro413_g138100.1";"Sro413_g138100"
"Sro413_g138110.1";"Sro413_g138110"
"Sro413_g138120.1";"Sro413_g138120"
"Sro413_g138130.1";"Sro413_g138130"
"Sro413_g138140.1";"Sro413_g138140"
"Sro413_g138150.1";"Sro413_g138150"
"Sro413_g138160.1";"Sro413_g138160"
"Sro413_g138170.1";"Sro413_g138170"
"Sro413_g138180.1";"Sro413_g138180"
"Sro4141_g353140.1";"Sro4141_g353140"
"Sro4142_g353150.1";"Sro4142_g353150"
"Sro4143_g353160.1";"Sro4143_g353160"
"Sro4143_g353170.1";"Sro4143_g353170"
"Sro414_g138190.1";"Sro414_g138190"
"Sro414_g138200.1";"Sro414_g138200"
"Sro414_g138210.1";"Sro414_g138210"
"Sro414_g138220.1";"Sro414_g138220"
"Sro414_g138230.1";"Sro414_g138230"
"Sro414_g138240.1";"Sro414_g138240"
"Sro414_g138250.1";"Sro414_g138250"
"Sro414_g138260.1";"Sro414_g138260"
"Sro414_g138270.1";"Sro414_g138270"
"Sro414_g138280.1";"Sro414_g138280"
"Sro414_g138290.1";"Sro414_g138290"
"Sro414_g138300.1";"Sro414_g138300"
"Sro414_g138310.1";"Sro414_g138310"
"Sro414_g138320.1";"Sro414_g138320"
"Sro414_g138330.1";"Sro414_g138330"
"Sro414_g138340.1";"Sro414_g138340"
"Sro414_g138350.1";"Sro414_g138350"
"Sro414_g138360.1";"Sro414_g138360"
"Sro414_g138370.1";"Sro414_g138370"
"Sro414_g138380.1";"Sro414_g138380"
"Sro414_g138390.1";"Sro414_g138390"
"Sro414_g138400.1";"Sro414_g138400"
"Sro414_g138410.1";"Sro414_g138410"
"Sro4150_g353180.1";"Sro4150_g353180"
"Sro4153_g353190.1";"Sro4153_g353190"
"Sro4154_g353200.1";"Sro4154_g353200"
"Sro4156_g353210.1";"Sro4156_g353210"
"Sro4158_g353220.1";"Sro4158_g353220"
"Sro415_g138420.1";"Sro415_g138420"
"Sro415_g138430.1";"Sro415_g138430"
"Sro415_g138440.1";"Sro415_g138440"
"Sro415_g138450.1";"Sro415_g138450"
"Sro415_g138460.1";"Sro415_g138460"
"Sro415_g138470.1";"Sro415_g138470"
"Sro415_g138480.1";"Sro415_g138480"
"Sro415_g138490.1";"Sro415_g138490"
"Sro415_g138500.1";"Sro415_g138500"
"Sro415_g138510.1";"Sro415_g138510"
"Sro415_g138520.1";"Sro415_g138520"
"Sro415_g138530.1";"Sro415_g138530"
"Sro415_g138540.1";"Sro415_g138540"
"Sro415_g138550.1";"Sro415_g138550"
"Sro4161_g353230.1";"Sro4161_g353230"
"Sro4168_g353240.1";"Sro4168_g353240"
"Sro4169_g353250.1";"Sro4169_g353250"
"Sro416_g138560.1";"Sro416_g138560"
"Sro416_g138570.1";"Sro416_g138570"
"Sro416_g138580.1";"Sro416_g138580"
"Sro416_g138590.1";"Sro416_g138590"
"Sro416_g138600.1";"Sro416_g138600"
"Sro416_g138610.1";"Sro416_g138610"
"Sro416_g138620.1";"Sro416_g138620"
"Sro416_r001700.1";"Sro416_r001700"
"Sro416_r001710.1";"Sro416_r001710"
"Sro4174_g353260.1";"Sro4174_g353260"
"Sro4174_g353270.1";"Sro4174_g353270"
"Sro4176_g353280.1";"Sro4176_g353280"
"Sro417_g138630.1";"Sro417_g138630"
"Sro417_g138640.1";"Sro417_g138640"
"Sro417_g138650.1";"Sro417_g138650"
"Sro417_g138660.1";"Sro417_g138660"
"Sro417_g138670.1";"Sro417_g138670"
"Sro417_g138680.1";"Sro417_g138680"
"Sro417_g138690.1";"Sro417_g138690"
"Sro417_g138700.1";"Sro417_g138700"
"Sro417_g138710.1";"Sro417_g138710"
"Sro417_g138720.1";"Sro417_g138720"
"Sro417_g138730.1";"Sro417_g138730"
"Sro417_g138740.1";"Sro417_g138740"
"Sro417_g138750.1";"Sro417_g138750"
"Sro417_g138760.1";"Sro417_g138760"
"Sro417_g138770.1";"Sro417_g138770"
"Sro417_g138780.1";"Sro417_g138780"
"Sro417_g138790.1";"Sro417_g138790"
"Sro417_g138800.1";"Sro417_g138800"
"Sro417_g138810.1";"Sro417_g138810"
"Sro417_g138820.1";"Sro417_g138820"
"Sro4183_g353290.1";"Sro4183_g353290"
"Sro4183_g353300.1";"Sro4183_g353300"
"Sro4184_g353310.1";"Sro4184_g353310"
"Sro4189_g353320.1";"Sro4189_g353320"
"Sro418_g138830.1";"Sro418_g138830"
"Sro418_g138840.1";"Sro418_g138840"
"Sro418_g138850.1";"Sro418_g138850"
"Sro418_g138860.1";"Sro418_g138860"
"Sro418_g138870.1";"Sro418_g138870"
"Sro418_g138890.1";"Sro418_g138890"
"Sro418_g138900.1";"Sro418_g138900"
"Sro418_g138910.1";"Sro418_g138910"
"Sro418_g138920.1";"Sro418_g138920"
"Sro418_g138930.1";"Sro418_g138930"
"Sro418_g138940.1";"Sro418_g138940"
"Sro418_g138950.1";"Sro418_g138950"
"Sro418_g138951.1";"Sro418_g138951"
"Sro418_g138960.1";"Sro418_g138960"
"Sro4191_g353330.1";"Sro4191_g353330"
"Sro4193_g353340.1";"Sro4193_g353340"
"Sro4196_g353350.1";"Sro4196_g353350"
"Sro4197_g353360.1";"Sro4197_g353360"
"Sro419_g138970.1";"Sro419_g138970"
"Sro419_g138980.1";"Sro419_g138980"
"Sro419_g138990.1";"Sro419_g138990"
"Sro419_g138991.1";"Sro419_g138991"
"Sro419_g139000.1";"Sro419_g139000"
"Sro419_g139010.1";"Sro419_g139010"
"Sro419_g139020.1";"Sro419_g139020"
"Sro419_g139030.2";"Sro419_g139030"
"Sro419_g139040.1";"Sro419_g139040"
"Sro419_g139050.1";"Sro419_g139050"
"Sro419_g139060.1";"Sro419_g139060"
"Sro419_g139070.1";"Sro419_g139070"
"Sro419_g139080.1";"Sro419_g139080"
"Sro419_g139090.1";"Sro419_g139090"
"Sro419_g139100.1";"Sro419_g139100"
"Sro419_g139110.1";"Sro419_g139110"
"Sro419_g139120.1";"Sro419_g139120"
"Sro419_g139130.1";"Sro419_g139130"
"Sro419_g139140.1";"Sro419_g139140"
"Sro419_g139150.1";"Sro419_g139150"
"Sro419_g139160.1";"Sro419_g139160"
"Sro419_g139170.1";"Sro419_g139170"
"Sro419_g139180.1";"Sro419_g139180"
"Sro419_g139190.1";"Sro419_g139190"
"Sro419_g139200.1";"Sro419_g139200"
"Sro419_r001720.1";"Sro419_r001720"
"Sro419_r001730.1";"Sro419_r001730"
"Sro419_r001740.1";"Sro419_r001740"
"Sro419_r001750.1";"Sro419_r001750"
"Sro419_r001760.1";"Sro419_r001760"
"Sro419_r001770.1";"Sro419_r001770"
"Sro419_r001780.1";"Sro419_r001780"
"Sro419_r001790.1";"Sro419_r001790"
"Sro419_r001800.1";"Sro419_r001800"
"Sro419_r001810.1";"Sro419_r001810"
"Sro419_r001820.1";"Sro419_r001820"
"Sro419_r001830.1";"Sro419_r001830"
"Sro419_r001840.1";"Sro419_r001840"
"Sro419_r001850.1";"Sro419_r001850"
"Sro419_r001860.1";"Sro419_r001860"
"Sro419_r001870.1";"Sro419_r001870"
"Sro419_r001880.1";"Sro419_r001880"
"Sro419_r001890.1";"Sro419_r001890"
"Sro419_r001900.1";"Sro419_r001900"
"Sro419_r001910.1";"Sro419_r001910"
"Sro419_r001920.1";"Sro419_r001920"
"Sro419_r001930.1";"Sro419_r001930"
"Sro419_r001940.1";"Sro419_r001940"
"Sro41_g025000.1";"Sro41_g025000"
"Sro41_g025010.1";"Sro41_g025010"
"Sro41_g025020.1";"Sro41_g025020"
"Sro41_g025030.1";"Sro41_g025030"
"Sro41_g025040.1";"Sro41_g025040"
"Sro41_g025050.1";"Sro41_g025050"
"Sro41_g025060.1";"Sro41_g025060"
"Sro41_g025070.1";"Sro41_g025070"
"Sro41_g025080.1";"Sro41_g025080"
"Sro41_g025090.1";"Sro41_g025090"
"Sro41_g025100.1";"Sro41_g025100"
"Sro41_g025110.1";"Sro41_g025110"
"Sro41_g025120.1";"Sro41_g025120"
"Sro41_g025130.1";"Sro41_g025130"
"Sro41_g025140.1";"Sro41_g025140"
"Sro41_g025150.1";"Sro41_g025150"
"Sro41_g025160.1";"Sro41_g025160"
"Sro41_g025170.1";"Sro41_g025170"
"Sro41_g025180.1";"Sro41_g025180"
"Sro41_g025190.1";"Sro41_g025190"
"Sro41_g025200.1";"Sro41_g025200"
"Sro41_g025210.1";"Sro41_g025210"
"Sro41_g025220.1";"Sro41_g025220"
"Sro41_g025230.1";"Sro41_g025230"
"Sro41_g025240.1";"Sro41_g025240"
"Sro41_g025250.1";"Sro41_g025250"
"Sro41_g025260.1";"Sro41_g025260"
"Sro41_g025270.1";"Sro41_g025270"
"Sro41_g025280.1";"Sro41_g025280"
"Sro41_g025290.1";"Sro41_g025290"
"Sro41_g025300.1";"Sro41_g025300"
"Sro41_g025310.1";"Sro41_g025310"
"Sro41_g025320.1";"Sro41_g025320"
"Sro41_g025330.1";"Sro41_g025330"
"Sro41_g025340.1";"Sro41_g025340"
"Sro41_g025350.1";"Sro41_g025350"
"Sro41_g025360.1";"Sro41_g025360"
"Sro41_g025370.1";"Sro41_g025370"
"Sro41_g025371.1";"Sro41_g025371"
"Sro4202_g353370.1";"Sro4202_g353370"
"Sro4203_g353371.1";"Sro4203_g353371"
"Sro4207_g353380.1";"Sro4207_g353380"
"Sro420_g139210.1";"Sro420_g139210"
"Sro420_g139220.1";"Sro420_g139220"
"Sro420_g139230.1";"Sro420_g139230"
"Sro420_g139240.1";"Sro420_g139240"
"Sro420_g139250.1";"Sro420_g139250"
"Sro420_g139251.1";"Sro420_g139251"
"Sro420_g139260.1";"Sro420_g139260"
"Sro420_g139270.1";"Sro420_g139270"
"Sro420_g139280.1";"Sro420_g139280"
"Sro420_g139290.1";"Sro420_g139290"
"Sro420_g139300.1";"Sro420_g139300"
"Sro420_g139310.1";"Sro420_g139310"
"Sro420_g139320.1";"Sro420_g139320"
"Sro420_g139330.1";"Sro420_g139330"
"Sro420_g139340.1";"Sro420_g139340"
"Sro420_g139350.1";"Sro420_g139350"
"Sro420_g139360.1";"Sro420_g139360"
"Sro420_g139370.1";"Sro420_g139370"
"Sro420_g139380.1";"Sro420_g139380"
"Sro420_g139390.1";"Sro420_g139390"
"Sro420_g139400.1";"Sro420_g139400"
"Sro420_g139410.1";"Sro420_g139410"
"Sro420_r001950.1";"Sro420_r001950"
"Sro4212_g353390.1";"Sro4212_g353390"
"Sro4217_g353400.1";"Sro4217_g353400"
"Sro4219_g353410.1";"Sro4219_g353410"
"Sro421_g139420.1";"Sro421_g139420"
"Sro421_g139430.1";"Sro421_g139430"
"Sro421_g139440.1";"Sro421_g139440"
"Sro421_g139450.1";"Sro421_g139450"
"Sro421_g139460.1";"Sro421_g139460"
"Sro421_g139470.1";"Sro421_g139470"
"Sro421_g139480.1";"Sro421_g139480"
"Sro421_g139490.1";"Sro421_g139490"
"Sro421_g139500.1";"Sro421_g139500"
"Sro421_g139510.1";"Sro421_g139510"
"Sro421_g139520.1";"Sro421_g139520"
"Sro421_g139530.1";"Sro421_g139530"
"Sro421_g139540.1";"Sro421_g139540"
"Sro421_g139550.1";"Sro421_g139550"
"Sro421_g139560.1";"Sro421_g139560"
"Sro421_g139570.1";"Sro421_g139570"
"Sro421_g139580.1";"Sro421_g139580"
"Sro421_g139590.1";"Sro421_g139590"
"Sro421_g139600.1";"Sro421_g139600"
"Sro4220_g353420.1";"Sro4220_g353420"
"Sro4223_g353430.1";"Sro4223_g353430"
"Sro4224_g353440.1";"Sro4224_g353440"
"Sro4227_g353450.1";"Sro4227_g353450"
"Sro4229_g353460.1";"Sro4229_g353460"
"Sro422_g139610.1";"Sro422_g139610"
"Sro422_g139620.1";"Sro422_g139620"
"Sro422_g139630.1";"Sro422_g139630"
"Sro422_g139640.1";"Sro422_g139640"
"Sro422_g139650.1";"Sro422_g139650"
"Sro422_g139660.1";"Sro422_g139660"
"Sro422_g139670.1";"Sro422_g139670"
"Sro422_g139680.1";"Sro422_g139680"
"Sro422_g139690.1";"Sro422_g139690"
"Sro422_g139700.1";"Sro422_g139700"
"Sro4235_g353470.1";"Sro4235_g353470"
"Sro4237_g353471.1";"Sro4237_g353471"
"Sro4237_g353480.1";"Sro4237_g353480"
"Sro423_g139710.1";"Sro423_g139710"
"Sro423_g139720.1";"Sro423_g139720"
"Sro423_g139730.1";"Sro423_g139730"
"Sro423_g139740.1";"Sro423_g139740"
"Sro423_g139750.1";"Sro423_g139750"
"Sro423_g139760.1";"Sro423_g139760"
"Sro423_g139770.1";"Sro423_g139770"
"Sro423_g139780.1";"Sro423_g139780"
"Sro423_g139790.1";"Sro423_g139790"
"Sro423_g139800.1";"Sro423_g139800"
"Sro423_g139810.1";"Sro423_g139810"
"Sro423_g139820.1";"Sro423_g139820"
"Sro423_g139830.1";"Sro423_g139830"
"Sro423_g139831.1";"Sro423_g139831"
"Sro423_g139840.1";"Sro423_g139840"
"Sro4241_g353490.1";"Sro4241_g353490"
"Sro4242_g353500.1";"Sro4242_g353500"
"Sro4248_g353510.1";"Sro4248_g353510"
"Sro424_g139850.1";"Sro424_g139850"
"Sro424_g139860.1";"Sro424_g139860"
"Sro424_g139870.1";"Sro424_g139870"
"Sro424_g139880.1";"Sro424_g139880"
"Sro424_g139890.1";"Sro424_g139890"
"Sro424_g139900.1";"Sro424_g139900"
"Sro424_g139910.2";"Sro424_g139910"
"Sro424_g139920.1";"Sro424_g139920"
"Sro424_g139930.1";"Sro424_g139930"
"Sro424_g139940.1";"Sro424_g139940"
"Sro424_g139950.1";"Sro424_g139950"
"Sro424_g139960.1";"Sro424_g139960"
"Sro424_g139970.2";"Sro424_g139970"
"Sro424_g139980.1";"Sro424_g139980"
"Sro424_g139990.2";"Sro424_g139990"
"Sro424_g140000.1";"Sro424_g140000"
"Sro424_g140010.1";"Sro424_g140010"
"Sro424_g140020.1";"Sro424_g140020"
"Sro424_g140030.1";"Sro424_g140030"
"Sro424_g140040.1";"Sro424_g140040"
"Sro424_g140050.1";"Sro424_g140050"
"Sro4251_g353520.1";"Sro4251_g353520"
"Sro4252_g353530.1";"Sro4252_g353530"
"Sro4255_g353540.1";"Sro4255_g353540"
"Sro425_g140060.1";"Sro425_g140060"
"Sro425_g140070.1";"Sro425_g140070"
"Sro425_g140080.1";"Sro425_g140080"
"Sro425_g140090.1";"Sro425_g140090"
"Sro425_g140100.1";"Sro425_g140100"
"Sro425_g140110.1";"Sro425_g140110"
"Sro425_g140120.1";"Sro425_g140120"
"Sro425_g140130.1";"Sro425_g140130"
"Sro425_g140140.1";"Sro425_g140140"
"Sro425_g140150.1";"Sro425_g140150"
"Sro425_g140160.1";"Sro425_g140160"
"Sro425_g140170.1";"Sro425_g140170"
"Sro425_g140180.1";"Sro425_g140180"
"Sro425_g140190.1";"Sro425_g140190"
"Sro425_g140200.1";"Sro425_g140200"
"Sro425_g140210.1";"Sro425_g140210"
"Sro425_g140220.1";"Sro425_g140220"
"Sro425_g140230.1";"Sro425_g140230"
"Sro425_g140240.1";"Sro425_g140240"
"Sro425_g140250.1";"Sro425_g140250"
"Sro4260_g353550.1";"Sro4260_g353550"
"Sro4260_g353560.1";"Sro4260_g353560"
"Sro426_g140260.1";"Sro426_g140260"
"Sro426_g140270.1";"Sro426_g140270"
"Sro426_g140280.1";"Sro426_g140280"
"Sro426_g140290.1";"Sro426_g140290"
"Sro426_g140300.1";"Sro426_g140300"
"Sro426_g140310.1";"Sro426_g140310"
"Sro426_g140320.1";"Sro426_g140320"
"Sro426_g140330.1";"Sro426_g140330"
"Sro426_g140340.1";"Sro426_g140340"
"Sro426_g140350.1";"Sro426_g140350"
"Sro426_g140360.1";"Sro426_g140360"
"Sro426_g140370.1";"Sro426_g140370"
"Sro426_g140380.1";"Sro426_g140380"
"Sro426_g140390.1";"Sro426_g140390"
"Sro426_g140400.1";"Sro426_g140400"
"Sro426_g140410.1";"Sro426_g140410"
"Sro426_g140420.1";"Sro426_g140420"
"Sro426_g140430.1";"Sro426_g140430"
"Sro426_g140440.1";"Sro426_g140440"
"Sro426_g140450.1";"Sro426_g140450"
"Sro426_g140460.1";"Sro426_g140460"
"Sro426_g140470.1";"Sro426_g140470"
"Sro426_g140480.1";"Sro426_g140480"
"Sro426_g140490.1";"Sro426_g140490"
"Sro426_g140500.1";"Sro426_g140500"
"Sro426_g140510.1";"Sro426_g140510"
"Sro426_g140520.1";"Sro426_g140520"
"Sro426_g140530.1";"Sro426_g140530"
"Sro426_g140540.1";"Sro426_g140540"
"Sro426_g140550.1";"Sro426_g140550"
"Sro4270_g353570.1";"Sro4270_g353570"
"Sro4271_g353580.1";"Sro4271_g353580"
"Sro4272_g353590.1";"Sro4272_g353590"
"Sro4278_g353600.1";"Sro4278_g353600"
"Sro427_g140560.1";"Sro427_g140560"
"Sro427_g140570.1";"Sro427_g140570"
"Sro427_g140580.1";"Sro427_g140580"
"Sro427_g140590.1";"Sro427_g140590"
"Sro427_g140600.1";"Sro427_g140600"
"Sro427_g140610.1";"Sro427_g140610"
"Sro427_g140620.1";"Sro427_g140620"
"Sro427_g140630.1";"Sro427_g140630"
"Sro427_g140640.1";"Sro427_g140640"
"Sro427_g140650.1";"Sro427_g140650"
"Sro427_g140660.1";"Sro427_g140660"
"Sro427_g140670.1";"Sro427_g140670"
"Sro427_g140680.1";"Sro427_g140680"
"Sro427_g140690.1";"Sro427_g140690"
"Sro427_g140700.1";"Sro427_g140700"
"Sro427_g140710.1";"Sro427_g140710"
"Sro427_g140720.1";"Sro427_g140720"
"Sro427_g140730.1";"Sro427_g140730"
"Sro427_g140740.1";"Sro427_g140740"
"Sro427_g140750.1";"Sro427_g140750"
"Sro4285_g353610.1";"Sro4285_g353610"
"Sro4287_g353620.1";"Sro4287_g353620"
"Sro4288_g353630.1";"Sro4288_g353630"
"Sro4289_g353640.1";"Sro4289_g353640"
"Sro428_g140760.1";"Sro428_g140760"
"Sro428_g140770.1";"Sro428_g140770"
"Sro428_g140780.1";"Sro428_g140780"
"Sro428_g140790.1";"Sro428_g140790"
"Sro428_g140800.1";"Sro428_g140800"
"Sro428_g140810.1";"Sro428_g140810"
"Sro428_g140820.1";"Sro428_g140820"
"Sro428_g140830.1";"Sro428_g140830"
"Sro428_g140840.1";"Sro428_g140840"
"Sro428_g140850.1";"Sro428_g140850"
"Sro428_g140860.1";"Sro428_g140860"
"Sro428_g140870.1";"Sro428_g140870"
"Sro428_g140880.1";"Sro428_g140880"
"Sro428_g140890.1";"Sro428_g140890"
"Sro428_g140900.1";"Sro428_g140900"
"Sro428_g140910.1";"Sro428_g140910"
"Sro428_g140920.1";"Sro428_g140920"
"Sro428_g140930.2";"Sro428_g140930"
"Sro428_g140940.1";"Sro428_g140940"
"Sro428_g140941.1";"Sro428_g140941"
"Sro428_g140950.1";"Sro428_g140950"
"Sro428_g140960.1";"Sro428_g140960"
"Sro4292_g353650.1";"Sro4292_g353650"
"Sro4295_g353660.1";"Sro4295_g353660"
"Sro4295_g353670.1";"Sro4295_g353670"
"Sro4297_g353680.1";"Sro4297_g353680"
"Sro429_g140970.1";"Sro429_g140970"
"Sro429_g140980.1";"Sro429_g140980"
"Sro429_g140990.1";"Sro429_g140990"
"Sro429_g141000.1";"Sro429_g141000"
"Sro429_g141010.1";"Sro429_g141010"
"Sro429_g141020.1";"Sro429_g141020"
"Sro429_g141030.1";"Sro429_g141030"
"Sro429_g141040.1";"Sro429_g141040"
